Family,Genus,Species,wingspan(mm),wingspan-male(mm),wingspan-female(mm),bodyVolume(mm3),hostType,num.Host.Plant.genera,Source
Noctuidae,Conistra,erythrocephala,35,,,,0,,Potocky-2018
Noctuidae,Orbona,fragariae,58,,,,0,,Potocky-2018
Noctuidae,Episema,glaucina,32,,,,0,,Potocky-2018
Noctuidae,Episema,tersa,32,,,,0,,Potocky-2018
Noctuidae,Cleoceris,scoriacea,35,,,,0,,Potocky-2018
Noctuidae,Dasypolia,templi,37,,,,0,,Potocky-2018
Noctuidae,Brachylomia,viminalis,32,,,,1,,Potocky-2018
Noctuidae,Aporophyla,lutulenta,36,,,,0,,Potocky-2018
Noctuidae,Aporophyla,lueneburgensis,36,,,,0,,Potocky-2018
Noctuidae,Aporophyla,nigra,43,,,,0,,Potocky-2018
Noctuidae,Lithomoia,solidaginis,44,,,,0,,Potocky-2018
Noctuidae,Lithophane,semibrunnea,40,,,,0,,Potocky-2018
Noctuidae,Lithophane,socia,41,,,,0,,Potocky-2018
Noctuidae,Lithophane,ornitopus,39,,,,0,,Potocky-2018
Noctuidae,Lithophane,furcifera,45,,,,0,,Potocky-2018
Noctuidae,Lithophane,lamda,39,,,,0,,Potocky-2018
Noctuidae,Lithophane,consocia,45,,,,1,,Potocky-2018
Noctuidae,Scotochrosta,pulla,43,,,,1,,Potocky-2018
Noctuidae,Xylena,vetusta,58,,,,0,,Potocky-2018
Noctuidae,Xylena,exsoleta,61,,,,0,,Potocky-2018
Noctuidae,Xylocampa,areola,33,,,,1,,Potocky-2018
Noctuidae,Meganephria,bimaculosa,49,,,,1,,Potocky-2018
Noctuidae,Allophyes,oxyacanthae,41,,,,0,,Potocky-2018
Noctuidae,Rileyiana,fovea,33,,,,1,,Potocky-2018
Noctuidae,Valeria,oleagina,42,,,,1,,Potocky-2018
Noctuidae,Dichonia,aprilina,46,,,,0,,Potocky-2018
Noctuidae,Dichoniaconvergens,,37,,,,1,,Potocky-2018
Noctuidae,Dichonia,aeruginea,34,,,,1,,Potocky-2018
Noctuidae,Dryobotodes,eremita,31,,,,1,,Potocky-2018
Noctuidae,Dryobotodes,monochroma,34,,,,1,,Potocky-2018
Noctuidae,Antitype,chi,36,,,,0,,Potocky-2018
Noctuidae,Ammoconia,caecimacula,43,,,,1,,Potocky-2018
Noctuidae,Trigonophora,flammea,44,,,,0,,Potocky-2018
Noctuidae,Polymixis,polymita,39,,,,0,,Potocky-2018
Noctuidae,Polymixis,xanthomista,40,,,,0,,Potocky-2018
Noctuidae,Polymixis,flavicincta,42,,,,0,,Potocky-2018
Noctuidae,Polymixis,rufocincta,48,,,,0,,Potocky-2018
Noctuidae,Polymixis,gemmea,38,,,,0,,Potocky-2018
Noctuidae,Blepharita,satura,42,,,,0,,Potocky-2018
Noctuidae,Blepharita,amica,44,,,,0,,Potocky-2018
Noctuidae,Mniotype,adusta,39,,,,0,,Potocky-2018
Noctuidae,Mniotype,bathensis,40,,,,0,,Potocky-2018
Noctuidae,Apamea,monoglypha,49,,,,0,,Potocky-2018
Noctuidae,Apamea,syriaca,44,,,,0,,Potocky-2018
Noctuidae,Apamea,sicula,46,,,,0,,Potocky-2018
Noctuidae,Apamea,lithoxylaea,46,,,,0,,Potocky-2018
Noctuidae,Apamea,sublustris,41,,,,0,,Potocky-2018
Noctuidae,Apamea,crenata,40,,,,0,,Potocky-2018
Noctuidae,Apamea,epomidion,40,,,,0,,Potocky-2018
Noctuidae,Apamea,aquila,38,,,,1,,Potocky-2018
Noctuidae,Apamea,lateritia,46,,,,0,,Potocky-2018
Noctuidae,Apamea,furva,36,,,,1,,Potocky-2018
Noctuidae,Apamea,maillardi,47,,,,1,,Potocky-2018
Noctuidae,Apamea,rubrirena,45,,,,0,,Potocky-2018
Noctuidae,Apamea,platinea,42,,,,1,,Potocky-2018
Noctuidae,Apamea,oblonga,44,,,,0,,Potocky-2018
Noctuidae,Apamea,remissa,36,,,,0,,Potocky-2018
Noctuidae,Apamea,unanimis,31,,,,0,,Potocky-2018
Noctuidae,Apamea,illyria,33,,,,0,,Potocky-2018
Noctuidae,Apamea,anceps,39,,,,0,,Potocky-2018
Noctuidae,Apamea,sordens,37,,,,0,,Potocky-2018
Noctuidae,Apamea,scolopacina,31,,,,0,,Potocky-2018
Noctuidae,Apamea,ophiogramma,29,,,,0,,Potocky-2018
Noctuidae,Eremobina,pabulatricula,30,,,,1,,Potocky-2018
Noctuidae,Oligia,strigilis,26,,,,0,,Potocky-2018
Noctuidae,Oligia,versicolor,25,,,,0,,Potocky-2018
Noctuidae,Oligia,latruncula,23,,,,0,,Potocky-2018
Noctuidae,Oligia,dubia,25,,,,0,,Potocky-2018
Noctuidae,Oligia,fasciuncula,21,,,,0,,Potocky-2018
Noctuidae,Mesoligia,furuncula,21,,,,0,,Potocky-2018
Noctuidae,Mesoligia,literosa,21,,,,0,,Potocky-2018
Noctuidae,Mesapamea,secalis,31,,,,0,,Potocky-2018
Noctuidae,Mesapamea,didyma,31,,,,0,,Potocky-2018
Noctuidae,Photedes,captiuncula,19,,,,0,,Potocky-2018
Noctuidae,Photedes,minima,25,,,,0,,Potocky-2018
Noctuidae,Eremobia,ochroleuca,31,,,,0,,Potocky-2018
Noctuidae,Luperina,testacea,33,,,,0,,Potocky-2018
Noctuidae,Luperina,nickerlii,33,,,,0,,Potocky-2018
Noctuidae,Rhizedra,lutosa,49,,,,1,,Potocky-2018
Noctuidae,Amphipoea,oculea,29,,,,0,,Potocky-2018
Noctuidae,Amphipoea,fucosa,31,,,,0,,Potocky-2018
Noctuidae,Amphipoea,lucens,36,,,,0,,Potocky-2018
Noctuidae,Amphipoea,crinanensis,30,,,,1,,Potocky-2018
Noctuidae,Hydraecia,micacea,36,,,,0,,Potocky-2018
Noctuidae,Hydraecia,ultima,37,,,,1,,Potocky-2018
Noctuidae,Hydraecia,nordstroemi,33,,,,0,,Potocky-2018
Noctuidae,Hydraecia,petasitis,45,,,,1,,Potocky-2018
Noctuidae,Gortyna,flavago,37,,,,0,,Potocky-2018
Noctuidae,Gortyna,borelii,50,,,,1,,Potocky-2018
Noctuidae,Calamia,tridens,37,,,,0,,Potocky-2018
Noctuidae,Staurophora,celsia,42,,,,0,,Potocky-2018
Noctuidae,Celaena,haworthii,26,,,,0,,Potocky-2018
Noctuidae,Celaena,leucostigma,35,,,,0,,Potocky-2018
Noctuidae,Nonagria,typhae,48,,,,1,,Potocky-2018
Noctuidae,Phragmatiphila,nexa,24,,,,0,,Potocky-2018
Noctuidae,Archanara,geminipuncta,29,,,,1,,Potocky-2018
Noctuidae,Archanara,neurica,27,,,,1,,Potocky-2018
Noctuidae,Archanara,dissoluta,30,,,,1,,Potocky-2018
Noctuidae,Archanara,sparganii,37,,,,1,,Potocky-2018
Noctuidae,Archanara,algae,35,,,,0,,Potocky-2018
Noctuidae,Sedina,buettneri,32,,,,0,,Potocky-2018
Noctuidae,Arenostola,phragmitidis,33,,,,1,,Potocky-2018
Noctuidae,Chortodes,extrema,24,,,,1,,Potocky-2018
Noctuidae,Chortodes,fluxa,25,,,,1,,Potocky-2018
Noctuidae,Chortodes,pygmina,23,,,,0,,Potocky-2018
Noctuidae,Chortodes,morrisii,25,,,,1,,Potocky-2018
Noctuidae,Chortodes,elymi,32,,,,1,,Potocky-2018
Noctuidae,Chortodes,brevilinea,34,,,,1,,Potocky-2018
Noctuidae,Oria,musculosa,29,,,,0,,Potocky-2018
Noctuidae,Coenobia,rufa,23,,,,1,,Potocky-2018
Noctuidae,Discestra,microdon,32,,,,0,,Potocky-2018
Noctuidae,Discestra,trifolii,31,,,,0,,Potocky-2018
Noctuidae,Discestra,dianthi,29,,,,0,,Potocky-2018
Noctuidae,Anarta,myrtilli,23,,,,1,,Potocky-2018
Noctuidae,Anarta,cordigera,23,,,,1,,Potocky-2018
Noctuidae,Lacanobia,w-latinum,41,,,,0,,Potocky-2018
Noctuidae,Lacanobia,aliena,41,,,,0,,Potocky-2018
Noctuidae,Lacanobia,splendens,35,,,,0,,Potocky-2018
Noctuidae,Lacanobia,oleracea,37,,,,0,,Potocky-2018
Noctuidae,Lacanobia,thalassina,37,,,,0,,Potocky-2018
Noctuidae,Lacanobia,contigua,37,,,,0,,Potocky-2018
Noctuidae,Lacanobia,suasa,37,,,,0,,Potocky-2018
Noctuidae,Hada,plebeja,34,,,,1,,Potocky-2018
Noctuidae,Aetheria,dysodea,28,,,,1,,Potocky-2018
Noctuidae,Aetheria,bicolorata,26,,,,0,,Potocky-2018
Noctuidae,Aetheria,cappa,32,,,,0,,Potocky-2018
Noctuidae,Hadena,bicruris,34,,,,1,,Potocky-2018
Noctuidae,Hadena,luteago,34,,,,1,,Potocky-2018
Noctuidae,Hadena,compta,29,,,,1,,Potocky-2018
Noctuidae,Hadena,confusa,32,,,,1,,Potocky-2018
Noctuidae,Hadena,albimacula,32,,,,1,,Potocky-2018
Noctuidae,Hadena,magnolii,32,,,,1,,Potocky-2018
Noctuidae,Hadena,filigrama,32,,,,1,,Potocky-2018
Noctuidae,Hadena,rivularis,32,,,,1,,Potocky-2018
Noctuidae,Hadena,perplexa,31,,,,1,,Potocky-2018
Noctuidae,Hadena,silenes,31,,,,1,,Potocky-2018
Noctuidae,Hadena,irregularis,27,,,,1,,Potocky-2018
Noctuidae,Sideridis,lampra,32,,,,1,,Potocky-2018
Noctuidae,Sideridis,albicolon,38,,,,0,,Potocky-2018
Noctuidae,Heliophobus,reticulata,36,,,,1,,Potocky-2018
Noctuidae,Heliophobus,kitti,36,,,,1,,Potocky-2018
Noctuidae,Conisania,leineri,34,,,,1,,Potocky-2018
Noctuidae,Saragossa,implexa,32,,,,1,,Potocky-2018
Noctuidae,Saragossa,porosa,31,,,,1,,Potocky-2018
Noctuidae,Melanchra,persicariae,39,,,,0,,Potocky-2018
Noctuidae,Melanchra,pisi,38,,,,0,,Potocky-2018
Noctuidae,Mamestra,brassicae,42,,,,0,,Potocky-2018
Noctuidae,Papestra,biren,35,,,,0,,Potocky-2018
Noctuidae,Polia,bombycina,51,,,,0,,Potocky-2018
Noctuidae,Polia,hepatica,48,,,,0,,Potocky-2018
Noctuidae,Polia,nebulosa,50,,,,0,,Potocky-2018
Noctuidae,Polia,serratilinea,49,,,,0,,Potocky-2018
Noctuidae,Mythimna,turca,43,,,,0,,Potocky-2018
Noctuidae,Mythimna,conigera,35,,,,0,,Potocky-2018
Noctuidae,Mythimna,ferrago,36,,,,0,,Potocky-2018
Noctuidae,Mythimna,albipuncta,32,,,,0,,Potocky-2018
Noctuidae,Mythimna,vitellina,36,,,,0,,Potocky-2018
Noctuidae,Mythimna,pudorina,37,,,,0,,Potocky-2018
Noctuidae,Mythimna,straminea,35,,,,0,,Potocky-2018
Noctuidae,Mythimna,impura,32,,,,0,,Potocky-2018
Noctuidae,Mythimna,pallens,35,,,,0,,Potocky-2018
Noctuidae,Mythimna,obsoleta,34,,,,1,,Potocky-2018
Noctuidae,Mythimna,comma,36,,,,0,,Potocky-2018
Noctuidae,Mythimna,flammea,33,,,,1,,Potocky-2018
Noctuidae,Mythimna,congrua,36,,,,0,,Potocky-2018
Noctuidae,Mythimna,litoralis,36,,,,1,,Potocky-2018
Noctuidae,Mythimna,l-album,34,,,,0,,Potocky-2018
Noctuidae,Mythimna,sicula,29,,,,0,,Potocky-2018
Noctuidae,Mythimna,loreyi,36,,,,0,,Potocky-2018
Noctuidae,Mythimna,unipuncta,39,,,,0,,Potocky-2018
Noctuidae,Orthosia,incerta,39,,,,0,,Potocky-2018
Noctuidae,Orthosia,gothica,35,,,,0,,Potocky-2018
Noctuidae,Orthosia,cruda,28,,,,0,,Potocky-2018
Noctuidae,Orthosia,schmidti,26,,,,0,,Potocky-2018
Noctuidae,Orthosia,miniosa,34,,,,0,,Potocky-2018
Noctuidae,Orthosia,opima,36,,,,0,,Potocky-2018
Noctuidae,Orthosia,populeti,36,,,,1,,Potocky-2018
Noctuidae,Orthosia,cerasi,35,,,,0,,Potocky-2018
Noctuidae,Orthosia,gracilis,38,,,,0,,Potocky-2018
Noctuidae,Orthosia,munda,41,,,,0,,Potocky-2018
Noctuidae,Panolis,flammea,35,,,,0,,Potocky-2018
Noctuidae,Egira,conspicillaris,37,,,,0,,Potocky-2018
Noctuidae,Perigrapha,i-cinctum,41,,,,0,,Potocky-2018
Noctuidae,Hyssia,cavernosa,32,,,,0,,Potocky-2018
Noctuidae,Cerapteryx,graminis,28,,,,0,,Potocky-2018
Noctuidae,Tholera,cespitis,38,,,,0,,Potocky-2018
Noctuidae,Tholera,decimalis,40,,,,0,,Potocky-2018
Noctuidae,Pachetra,sagittigera,43,,,,0,,Potocky-2018
Noctuidae,Eriopygodes,imbecilla,26,,,,0,,Potocky-2018
Noctuidae,Lasionycta,proxima,30,,,,0,,Potocky-2018
Noctuidae,Axylia,putris,31,,,,0,,Potocky-2018
Noctuidae,Ochropleura,flammatra,42,,,,0,,Potocky-2018
Noctuidae,Ochropleura,musiva,42,,,,0,,Potocky-2018
Noctuidae,Ochropleura,plecta,28,,,,0,,Potocky-2018
Noctuidae,Diarsia,mendica,31,,,,0,,Potocky-2018
Noctuidae,Diarsia,dahlii,36,,,,0,,Potocky-2018
Noctuidae,Diarsia,brunnea,37,,,,0,,Potocky-2018
Noctuidae,Diarsia,rubi,30,,,,0,,Potocky-2018
Noctuidae,Diarsia,florida,34,,,,0,,Potocky-2018
Noctuidae,Noctua,pronuba,55,,,,0,,Potocky-2018
Noctuidae,Noctua,orbona,41,,,,0,,Potocky-2018
Noctuidae,Noctua,interposita,43,,,,0,,Potocky-2018
Noctuidae,Noctua,comes,42,,,,0,,Potocky-2018
Noctuidae,Noctua,fimbriata,54,,,,0,,Potocky-2018
Noctuidae,Noctua,janthina,38,,,,0,,Potocky-2018
Noctuidae,Noctua,janthe,38,,,,0,,Potocky-2018
Noctuidae,Noctua,interjecta,35,,,,0,,Potocky-2018
Noctuidae,Noctua,haywardi,33,,,,0,,Potocky-2018
Noctuidae,Epilecta,linogrisea,37,,,,0,,Potocky-2018
Noctuidae,Lycophotia,molothina,37,,,,1,,Potocky-2018
Noctuidae,Lycophotia,porphyrea,28,,,,1,,Potocky-2018
Noctuidae,Chersotis,rectangula,33,,,,0,,Potocky-2018
Noctuidae,Chersotis,multangula,34,,,,0,,Potocky-2018
Noctuidae,Chersotis,margaritacea,35,,,,0,,Potocky-2018
Noctuidae,Chersotis,cuprea,36,,,,0,,Potocky-2018
Noctuidae,Chersotis,fimbriola,30,,,,0,,Potocky-2018
Noctuidae,Rhyacia,simulans,44,,,,0,,Potocky-2018
Noctuidae,Rhyacia,lucipeta,53,,,,0,,Potocky-2018
Noctuidae,Epipsilia,latens,36,,,,0,,Potocky-2018
Noctuidae,Epipsilia,grisescens,37,,,,0,,Potocky-2018
Noctuidae,Standfussiana,lucernea,41,,,,0,,Potocky-2018
Noctuidae,Paradiarsia,glareosa,35,,,,0,,Potocky-2018
Noctuidae,Paradiarsia,punicea,34,,,,0,,Potocky-2018
Noctuidae,Eurois,occulta,55,,,,0,,Potocky-2018
Noctuidae,Spaelotis,ravida,42,,,,0,,Potocky-2018
Noctuidae,Opigena,polygona,39,,,,0,,Potocky-2018
Noctuidae,Graphiphora,augur,42,,,,0,,Potocky-2018
Noctuidae,Eugnorisma,depuncta,38,,,,0,,Potocky-2018
Noctuidae,Xestia,speciosa,46,,,,0,,Potocky-2018
Noctuidae,Xestia,rhaetica,41,,,,0,,Potocky-2018
Noctuidae,Xestia,sincera,38,,,,0,,Potocky-2018
Noctuidae,Xestia,alpicola,38,,,,0,,Potocky-2018
Noctuidae,Xestia,c-nigrum,38,,,,0,,Potocky-2018
Noctuidae,Xestia,ditrapezium,42,,,,0,,Potocky-2018
Noctuidae,Xestia,triangulum,43,,,,0,,Potocky-2018
Noctuidae,Xestia,ashworthii,42,,,,0,,Potocky-2018
Noctuidae,Xestia,baja,39,,,,0,,Potocky-2018
Noctuidae,Xestia,rhomboidea,41,,,,0,,Potocky-2018
Noctuidae,Xestia,castanea,39,,,,0,,Potocky-2018
Noctuidae,Xestia,collina,32,,,,0,,Potocky-2018
Noctuidae,Xestia,sexstrigata,36,,,,0,,Potocky-2018
Noctuidae,Xestia,xanthographa,34,,,,0,,Potocky-2018
Noctuidae,Xestia,agathina,33,,,,1,,Potocky-2018
Noctuidae,Eugraphe,sigma,40,,,,0,,Potocky-2018
Noctuidae,Coenophila,subrosea,39,,,,0,,Potocky-2018
Noctuidae,Cerastis,rubricosa,36,,,,0,,Potocky-2018
Noctuidae,Cerastis,leucographa,32,,,,0,,Potocky-2018
Noctuidae,Naenia,typica,36,,,,0,,Potocky-2018
Noctuidae,Anaplectoides,prasina,46,,,,0,,Potocky-2018
Noctuidae,Cryptocala,chardinyi,31,,,,0,,Potocky-2018
Noctuidae,Protolampra,sobrina,35,,,,0,,Potocky-2018
Noctuidae,Peridroma,saucia,46,,,,0,,Potocky-2018
Noctuidae,Parexarnis,fugax,47,,,,0,,Potocky-2018
Noctuidae,Actebia,praecox,37,,,,0,,Potocky-2018
Noctuidae,Euxoa,lidia,33,,,,0,,Potocky-2018
Noctuidae,Euxoa,recussa,37,,,,0,,Potocky-2018
Noctuidae,Euxoa,birivia,38,,,,0,,Potocky-2018
Noctuidae,Euxoa,decora,36,,,,0,,Potocky-2018
Noctuidae,Euxoa,aquilina,36,,,,0,,Potocky-2018
Noctuidae,Euxoa,distinguenda,31,,,,0,,Potocky-2018
Noctuidae,Euxoa,hastifera,35,,,,0,,Potocky-2018
Noctuidae,Euxoa,temera,38,,,,0,,Potocky-2018
Noctuidae,Euxoa,nigricans,33,,,,0,,Potocky-2018
Noctuidae,Euxoa,segnilis,32,,,,0,,Potocky-2018
Noctuidae,Euxoa,crypta,27,,,,0,,Potocky-2018
Noctuidae,Euxoa,tritici,32,,,,0,,Potocky-2018
Noctuidae,Euxoa,obelisca,35,,,,0,,Potocky-2018
Noctuidae,Euxoa,vitta,36,,,,0,,Potocky-2018
Noctuidae,Euxoa,cursoria,35,,,,0,,Potocky-2018
Noctuidae,Dichagyris,candelisequa,42,,,,0,,Potocky-2018
Noctuidae,Yigoga,signifera,37,,,,0,,Potocky-2018
Noctuidae,Yigoga,nigrescens,41,,,,0,,Potocky-2018
Noctuidae,Yigoga,forcipula,39,,,,0,,Potocky-2018
Noctuidae,Agrotis,crassa,44,,,,0,,Potocky-2018
Noctuidae,Agrotis,ripae,37,,,,0,,Potocky-2018
Noctuidae,Agrotis,puta,31,,,,0,,Potocky-2018
Noctuidae,Agrotis,ipsilon,45,,,,0,,Potocky-2018
Noctuidae,Agrotis,trux,39,,,,0,,Potocky-2018
Noctuidae,Agrotis,exclamationis,37,,,,0,,Potocky-2018
Noctuidae,Agrotis,clavis,36,,,,0,,Potocky-2018
Noctuidae,Agrotis,segetum,35,,,,0,,Potocky-2018
Noctuidae,Agrotis,vestigialis,36,,,,0,,Potocky-2018
Noctuidae,Agrotis,cinerea,36,,,,0,,Potocky-2018
Noctuidae,Panthea,coenobita,42,,,,0,,Potocky-2018
Noctuidae,Trichosea,ludifica,40,,,,0,,Potocky-2018
Noctuidae,Colocasia,coryli,36,,,,0,,Potocky-2018
Nolidae,Meganola,togatulalis,24,,,,1,,Potocky-2018
Nolidae,Meganola,strigula,21,,,,0,,Potocky-2018
Nolidae,Meganola,albula,19,,,,0,,Potocky-2018
Nolidae,Nola,cucullatella,19,,,,0,,Potocky-2018
Nolidae,Nola,confusalis,20,,,,0,,Potocky-2018
Nolidae,Nola,cicatricalis,19,,,,1,,Potocky-2018
Nolidae,Nola,aerugula,17,,,,0,,Potocky-2018
Nolidae,Nola,squalida,14,,,,1,,Potocky-2018
Nolidae,Nola,cristatula,15,,,,1,,Potocky-2018
Nolidae,Nola,subchlamydula,18,,,,1,,Potocky-2018
Nolidae,Nola,chlamitulalis,15,,,,0,,Potocky-2018
Nolidae,Nycteola,revayana,23,,,,1,,Potocky-2018
Nolidae,Nycteola,degenerana,23,,,,1,,Potocky-2018
Nolidae,Nycteola,asiatica,23,,,,1,,Potocky-2018
Nolidae,Nycteola,siculana,23,,,,1,,Potocky-2018
Nolidae,Bena,bicolorana,39,,,,1,,Potocky-2018
Nolidae,Pseudoips,prasinana,32,,,,0,,Potocky-2018
Nolidae,Earias,clorana,20,,,,1,,Potocky-2018
Nolidae,Earias,vernana,21,,,,1,,Potocky-2018
Erebidae,Orectis,proboscidata,20,,,,0,,Potocky-2018
Erebidae,Idia,calvaria,31,,,,0,,Potocky-2018
Erebidae,Simplicia,rectalis,31,,,,0,,Potocky-2018
Erebidae,Paracolax,tristalis,28,,,,0,,Potocky-2018
Erebidae,Macrochilo,cribrumalis,25,,,,0,,Potocky-2018
Erebidae,Herminia,tarsicrinalis,27,,,,0,,Potocky-2018
Erebidae,Herminia,grisealis,24,,,,0,,Potocky-2018
Erebidae,Herminia,tenuialis,24,,,,0,,Potocky-2018
Erebidae,Polypogon,tentacularia,28,,,,0,,Potocky-2018
Erebidae,Polypogon,gryphalis,24,,,,0,,Potocky-2018
Erebidae,Pechipogo,strigilata,28,,,,0,,Potocky-2018
Erebidae,Pechipogo,plumigeralis,32,,,,0,,Potocky-2018
Erebidae,Zanclognatha,lunalis,29,,,,0,,Potocky-2018
Erebidae,Zanclognatha,zelleralis,27,,,,0,,Potocky-2018
Erebidae,Zanclognatha,tarsipennalis,27,,,,0,,Potocky-2018
Erebidae,Hypenodes,humidalis,13,,,,0,,Potocky-2018
Erebidae,Hypenodes,orientalis,13,,,,0,,Potocky-2018
Erebidae,Schrankia,costaestrigalis,19,,,,0,,Potocky-2018
Erebidae,Schrankia,taenialis,19,,,,1,,Potocky-2018
Erebidae,Catocala,sponsa,69,,,,1,,Potocky-2018
Erebidae,Catocala,dilecta,78,,,,1,,Potocky-2018
Erebidae,Catocala,fraxini,88,,,,0,,Potocky-2018
Erebidae,Catocala,nupta,81,,,,1,,Potocky-2018
Erebidae,Catocala,elocata,85,,,,1,,Potocky-2018
Erebidae,Catocala,puerpera,60,,,,1,,Potocky-2018
Erebidae,Catocala,promissa,56,,,,1,,Potocky-2018
Erebidae,Catocala,electa,69,,,,1,,Potocky-2018
Erebidae,Catocala,pacta,52,,,,1,,Potocky-2018
Erebidae,Catocala,conversa,49,,,,1,,Potocky-2018
Erebidae,Catocala,nymphagoga,36,,,,1,,Potocky-2018
Erebidae,Catocala,hymenaea,50,,,,1,,Potocky-2018
Erebidae,Catocala,fulminea,56,,,,1,,Potocky-2018
Erebidae,Catocala,nymphaea,54,,,,1,,Potocky-2018
Erebidae,Catocala,diversa,33,,,,1,,Potocky-2018
Erebidae,Minucia,lunaris,56,,,,1,,Potocky-2018
Erebidae,Dysgonia,algira,35,,,,0,,Potocky-2018
Erebidae,Prodotis,stolida,30,,,,0,,Potocky-2018
Erebidae,Lygephila,lusoria,43,,,,1,,Potocky-2018
Erebidae,Lygephila,ludicra,42,,,,1,,Potocky-2018
Erebidae,Lygephila,pastinum,39,,,,0,,Potocky-2018
Erebidae,Lygephila,viciae,37,,,,0,,Potocky-2018
Erebidae,Lygephila,craccae,39,,,,0,,Potocky-2018
Erebidae,Lygephila,procax,34,,,,0,,Potocky-2018
Erebidae,Catephia,alchymista,42,,,,1,,Potocky-2018
Erebidae,Callistege,mi,29,,,,0,,Potocky-2018
Erebidae,Euclidia,glyphica,30,,,,0,,Potocky-2018
Erebidae,Gonospileia,triquetra,27,,,,0,,Potocky-2018
Erebidae,Laspeyria,flexula,27,,,,1,,Potocky-2018
Erebidae,Arytrura,musculus,50,,,,1,,Potocky-2018
Erebidae,Scoliopteryx,libatrix,41,,,,1,,Potocky-2018
Erebidae,Calyptra,thalictri,40,,,,1,,Potocky-2018
Erebidae,Hypena,proboscidalis,38,,,,0,,Potocky-2018
Erebidae,Hypena,rostralis,24,,,,0,,Potocky-2018
Erebidae,Hypena,obesalis,37,,,,1,,Potocky-2018
Erebidae,Hypena,crassalis,28,,,,0,,Potocky-2018
Erebidae,Phytometra,viridaria,21,,,,1,,Potocky-2018
Erebidae,Rivula,sericealis,23,,,,0,,Potocky-2018
Erebidae,Parascotia,fuliginaria,24,,,,1,,Potocky-2018
Erebidae,Colobochyla,salicalis,27,,,,1,,Potocky-2018
Erebidae,Eutelia,adulatrix,28,,,,1,,Potocky-2018
Erebidae,Calymma,communimacula,22,,,,1,,Potocky-2018
Erebidae,Eublemma,minutata,15,,,,1,,Potocky-2018
Erebidae,Eublemma,ostrina,21,,,,1,,Potocky-2018
Erebidae,Eublemma,parva,14,,,,0,,Potocky-2018
Erebidae,Eublemma,pannonica,26,,,,1,,Potocky-2018
Erebidae,Eublemma,rosea,27,,,,1,,Potocky-2018
Erebidae,Eublemma,amoena,26,,,,1,,Potocky-2018
Erebidae,Eublemma,purpurina,26,,,,1,,Potocky-2018
Erebidae,Metachrostis,velox,20,,,,1,,Potocky-2018
Erebidae,Metachrostis,dardouini,17,,,,1,,Potocky-2018
Erebidae,Lymantria,monacha,46,,,,0,,Potocky-2018
Erebidae,Lymantria,dispar,43,,,,0,,Potocky-2018
Erebidae,Ocneria,rubea,34,,,,0,,Potocky-2018
Erebidae,Parocneria,detrita,29,,,,1,,Potocky-2018
Erebidae,Calliteara,pudibunda,50,,,,0,,Potocky-2018
Erebidae,Calliteara,abietis,44,,,,1,,Potocky-2018
Erebidae,Dicallomera,fascelina,45,,,,0,,Potocky-2018
Erebidae,Gynaephora,selenitica,30,,,,0,,Potocky-2018
Erebidae,Orgyia,recens,29,,,,0,,Potocky-2018
Erebidae,Orgyia,antiqua,26,,,,0,,Potocky-2018
Erebidae,Orgyia,antiquiodes,25,,,,0,,Potocky-2018
Erebidae,Euproctis,chrysorrhoea,36,,,,0,,Potocky-2018
Erebidae,Euproctis,similis,39,,,,0,,Potocky-2018
Erebidae,Penthophera,morio,31,,,,0,,Potocky-2018
Erebidae,Laelia,coenosa,38,,,,0,,Potocky-2018
Erebidae,Leucoma,salicis,48,,,,1,,Potocky-2018
Erebidae,Arctornis,l-nigrum,49,,,,0,,Potocky-2018
Erebidae,Nudaria,mundana,19,,,,1,,Potocky-2018
Erebidae,Thumatha,senex,18,,,,1,,Potocky-2018
Erebidae,Paidia,rica,27,,,,1,,Potocky-2018
Erebidae,Miltochrista,miniata,25,,,,0,,Potocky-2018
Erebidae,Cybosia,mesomella,29,,,,0,,Potocky-2018
Erebidae,Pelosia,muscerda,26,,,,0,,Potocky-2018
Erebidae,Pelosia,obtusa,22,,,,0,,Potocky-2018
Erebidae,Atolmis,rubricollis,31,,,,1,,Potocky-2018
Erebidae,Lithosia,quadra,47,,,,0,,Potocky-2018
Erebidae,Eilema,depressa,30,,,,1,,Potocky-2018
Erebidae,Eilema,griseola,32,,,,1,,Potocky-2018
Erebidae,Eilema,lurideola,33,,,,1,,Potocky-2018
Erebidae,Eilema,complana,33,,,,0,,Potocky-2018
Erebidae,Eilema,pseudocomplana,33,,,,0,,Potocky-2018
Erebidae,Eilema,caniola,30,,,,1,,Potocky-2018
Erebidae,Eilema,palliatella,34,,,,0,,Potocky-2018
Erebidae,Eilema,pygmaeola,25,,,,0,,Potocky-2018
Erebidae,Eilema,lutarella,25,,,,0,,Potocky-2018
Erebidae,Eilema,sororcula,25,,,,1,,Potocky-2018
Erebidae,Setina,irrorella,30,,,,0,,Potocky-2018
Erebidae,Setina,roscida,21,,,,0,,Potocky-2018
Erebidae,Amata,phegea,38,,,,0,,Potocky-2018
Erebidae,Amata,kruegeri,31,,,,0,,Potocky-2018
Erebidae,Dysauxes,ancilla,26,,,,0,,Potocky-2018
Erebidae,Dysauxes,famula,22,,,,0,,Potocky-2018
Erebidae,Dysauxes,punctata,19,,,,0,,Potocky-2018
